Ticker,date,open,high,low,close,volume,Stock_exchange,IPO_Date,Headquarters,CEO,Products_and_Services,Primary_Competitors,Significant_Historical_Events
NFLX,2024-06,645.215,689.88,674.88,626.44,54272118.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2024-07,674.89,697.49,643.04,639.165,41823684.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2002-06,15.12,17.25,13.99,11.79,5299300.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2002-07,14.0,18.19,13.35,11.9,5257900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2002-08,13.3,13.99,13.11,9.89,4634500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2002-09,13.11,13.67,9.7,9.65,3982100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2002-10,9.93,10.3,8.971,4.85,12082000.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2002-11,8.8,11.2,10.85,7.75,7283400.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2002-12,10.4,13.0,11.01,9.58,6792900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-01,11.85,13.39,13.2,10.67,8285500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-02,13.14,25.05,17.11,11.54,9227000.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-03,16.91,22.33,20.35,14.9,17380700.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-04,20.5,24.69,22.8,18.56,24040200.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-05,22.67,25.93,22.45,20.53,20235000.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-06,22.51,26.35,25.55,18.05,33954800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-07,25.6,28.6,26.2,22.55,21423600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-08,25.92,33.78,33.33,22.6,15232400.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-09,33.23,40.24,33.56,30.42,25657100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-10,33.6,61.0,57.22,33.4,50825400.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-11,57.39,60.55,49.0,44.18,43416700.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2003-12,49.42,59.23,54.69,43.05,34323100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-01,57.5,79.54,73.41,53.79,66594800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-02,74.2,78.95,34.4,30.26,78973350.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-03,34.35,35.46,34.12,27.67,59636100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-04,36.1,38.62,25.36,25.17,68996700.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-05,25.3,33.27,32.92,25.29,40773100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-06,32.29,36.57,36.0,28.35,36971100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-07,35.7,36.07,20.5,18.5,82650100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-08,19.84,20.4,13.95,13.85,41519900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-09,14.01,18.1,15.42,13.88,48839000.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-10,17.4,19.6,9.47,9.25,137130100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-11,9.475,12.28,11.38,9.35,57787800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2004-12,11.35,13.82,12.33,11.05,53211900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-01,12.48,13.12,11.5,10.53,39397500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-02,11.42,12.2,10.7,10.01,22586200.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-03,10.7,11.05,10.85,8.91,24095900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-04,10.9,13.0,11.55,10.51,25622500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-05,11.53,19.27,14.29,11.32,58528100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-06,14.2,17.84,16.41,14.2,25221800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-07,16.4,20.8,18.56,16.0,31453800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-08,18.56,22.74,21.56,18.25,33751600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-09,21.56,26.65,25.99,21.25,27162900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-10,25.98,29.49,26.41,23.81,36823600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-11,26.04,30.25,27.54,25.43,28427300.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2005-12,27.745,28.07,27.06,22.54,29854100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-01,27.055,29.92,27.55,23.09,44524500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-02,27.43,27.5,26.81,23.99,24035600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-03,26.81,29.4,28.99,24.65,19748500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-04,28.99,33.12,29.64,26.87,31076300.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-05,29.88,32.18,27.69,26.82,21868600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-06,27.62,28.76,27.21,25.8,25168700.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-07,27.36,27.56,20.69,18.59,43967300.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-08,20.74,21.75,20.02,18.12,29592400.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-09,20.03,23.6,22.78,19.9,22618100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-10,22.79,28.4,27.66,21.95,38298500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-11,27.71,29.988,29.28,26.2,20597300.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2006-12,29.37,30.0,25.86,25.85,16122400.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-01,26.0,26.8,22.81,21.3,55743900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-02,22.88,23.88,22.53,21.5,38084000.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-03,22.36,23.85,23.19,20.3,28350100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-04,23.3,24.99,22.17,20.88,33202900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-05,22.13,23.45,21.8999,21.22,23210100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-06,21.84,25.99,19.39,19.05,49932700.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-07,19.5,20.84,17.23,15.62,44542200.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-08,17.25,18.47,17.52,16.5,25530900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-09,17.98,22.1,20.7499,17.0706,23250400.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-10,20.7,26.6,26.47,20.59,32987800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-11,26.47,27.51,23.1,21.26,25820400.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2007-12,24.0,29.14,26.62,22.51,24543700.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-01,26.56,28.3,25.15,20.35,52246800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-02,24.81,34.31,31.58,24.57,37921300.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-03,31.75,39.65,34.65,30.15,36372500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-04,35.5,40.9,31.98,29.45,44230600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-05,31.67,34.35,30.36,29.56,32923200.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-06,30.34,34.0,26.07,26.04,22090600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-07,26.8,31.367,30.89,26.39,40259600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-08,30.55,32.57,30.84,28.84,26456000.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-09,31.17,33.97,30.88,27.47,27578500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-10,30.33,31.0,24.76,17.9,35350800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-11,24.52,24.81,22.98,18.23,20515300.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2008-12,22.2,30.36,29.89,21.79,24171100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-01,29.52,37.9,36.14,28.78,37239100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-02,35.56,38.83,36.24,34.81,40397800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-03,35.4,44.42,42.92,34.01,47667800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-04,42.78,50.24,45.31,42.08,45959500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-05,45.25,45.825,39.42,36.25,37316600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-06,39.99,42.81,41.34,37.05,39281100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-07,41.58,47.69,43.94,37.93,37684800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-08,44.35,46.67,43.63,42.51,21725600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-09,43.19,48.2,46.17,39.27,26907500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-10,45.75,57.5,53.45,44.3,31587100.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-11,53.18,61.65,58.63,52.6,23783300.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2009-12,57.51,59.8,55.09,53.0,25307000.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-01,55.52,64.57,62.25,48.52,46301300.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-02,61.81,67.3,66.05,59.28,30712600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-03,66.02,75.65,73.74,65.62,27231500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-04,73.62,109.7,98.9,73.62,68868500.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-05,99.96,119.5,111.15,90.0,76262700.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-06,109.26,127.96,108.65,104.79,72787800.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-07,108.8,124.0,102.55,95.33,77296600.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-08,104.02,140.9,125.52,98.73,123317000.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-09,130.87,174.4,162.16,129.11,121866700.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
NFLX,2010-10,160.6,184.74,173.57,147.35,124762900.0,NASDAQ,2002-05-23,California,Ted Sarandos / Greg Peters,"Streaming entertainment service, original content production, DVD rental service.","Amazon Prime Video, Hulu, Disney+","Transition to streaming (2007), first original content (House of Cards, 2013)"
